hhid,hh_d_ni_noasis,hh_d_esc_retardada,hh_d_logro_min,hh_d_destotalmax,hh_d_subocup_max,hh_d_10a17_ocup,hh_d_no_afil,hh_d_jubi_pens,hh_d_materialidad,hh_d_hacinamiento,hh_d_sin_basur,hh_d_sin_salud,hh_d_agua_mejor,hh_d_san_mejor,hh_d_combus,fex_2022,facpob,upm,nvivi,nhoga,dpto,area,pobrezai,pobnopoi,ing_tcm,tcm,estgeo
00014_003_1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87.24970657599999,436.24853288,14,3,1,Asuncion,1,3,0,0,0,Asuncion
00014_020_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,94.529765533,189.059531066,14,20,1,Asuncion,1,3,0,0,0,Asuncion
00014_023_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.080183901,162.160367802,14,23,1,Asuncion,1,3,0,0,0,Asuncion
00014_024_1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,83.39546317099999,833.9546317100001,14,24,1,Asuncion,1,3,0,0,0,Asuncion
00014_025_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.307920766,103.307920766,14,25,1,Asuncion,1,3,0,0,0,Asuncion
00014_031_1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68.089327106,204.267981318,14,31,1,Asuncion,1,3,0,0,0,Asuncion
00014_037_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91.354392344,182.708784688,14,37,1,Asuncion,1,3,0,0,0,Asuncion
00014_039_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.63960166699998,597.837610002,14,39,1,Asuncion,1,3,0,0,0,Asuncion
00014_040_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,88.158170674,528.949024044,14,40,1,Asuncion,1,3,0,0,0,Asuncion
00014_049_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.076806491,71.076806491,14,49,1,Asuncion,1,3,0,0,0,Asuncion
00014_054_1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,76.190487514,152.380975028,14,54,1,Asuncion,1,3,0,0,0,Asuncion
00014_059_1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,72.30467024400001,578.4373619520001,14,59,1,Asuncion,1,3,0,0,0,Asuncion
00030_001_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,125.364798873,626.823994365,30,1,1,Asuncion,1,3,0,0,0,Asuncion
00030_016_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.193015774,116.193015774,30,16,1,Asuncion,1,3,0,0,0,Asuncion
00030_023_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.011551833,480.046207332,30,23,1,Asuncion,1,3,0,0,0,Asuncion
00030_024_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116.669136968,350.007410904,30,24,1,Asuncion,1,3,0,0,0,Asuncion
00030_031_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119.95643085,359.86929255,30,31,1,Asuncion,1,3,0,0,0,Asuncion
00030_037_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108.721713863,326.165141589,30,37,1,Asuncion,1,2,1,0,0,Asuncion
00044_007_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.534142841,85.534142841,44,7,1,Asuncion,1,3,0,0,0,Asuncion
00044_008_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.12191993099999,152.243839862,44,8,1,Asuncion,1,3,0,0,0,Asuncion
00044_016_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,87.498174186,437.49087093,44,16,1,Asuncion,1,3,0,0,0,Asuncion
00044_017_1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,102.062498569,510.312492845,44,17,1,Asuncion,1,3,0,0,0,Asuncion
00044_028_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109.629013939,328.887041817,44,28,1,Asuncion,1,3,0,0,0,Asuncion
00044_035_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.496772939,77.496772939,44,35,1,Asuncion,1,3,0,0,0,Asuncion
00044_036_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.39180483,240.78360966,44,36,1,Asuncion,1,3,0,0,0,Asuncion
00044_039_1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.615722029,217.231444058,44,39,1,Asuncion,1,3,0,0,0,Asuncion
00044_045_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.748893143,221.497786286,44,45,1,Asuncion,1,3,0,0,0,Asuncion
00044_050_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101.151472183,708.0603052810001,44,50,1,Asuncion,1,2,1,0,0,Asuncion
00059_002_1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62.833059055,188.499177165,59,2,1,Asuncion,1,3,0,0,0,Asuncion
00059_006_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75.41417061999999,452.4850237199999,59,6,1,Asuncion,1,3,0,0,0,Asuncion
00059_014_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66.79015738699999,133.580314774,59,14,1,Asuncion,1,3,0,0,0,Asuncion
00059_015_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70.71296405699999,282.851856228,59,15,1,Asuncion,1,3,0,0,0,Asuncion
00059_018_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.474185018,257.896740072,59,18,1,Asuncion,1,3,0,0,0,Asuncion
00059_037_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,58.07539521,174.22618563,59,37,1,Asuncion,1,3,0,0,0,Asuncion
00059_042_1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,69.28343834499999,277.13375338,59,42,1,Asuncion,1,2,1,0,0,Asuncion
00059_047_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,69.633651793,278.534607172,59,47,1,Asuncion,1,3,0,0,0,Asuncion
00059_049_1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,74.286575279,371.432876395,59,49,1,Asuncion,1,3,0,0,0,Asuncion
00059_057_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,69.86238444599998,489.0366911219999,59,57,1,Asuncion,1,3,0,0,0,Asuncion
00074_004_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.511813523,231.023627046,74,4,1,Asuncion,1,3,0,0,0,Asuncion
00074_016_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,96.41897530299998,289.256925909,74,16,1,Asuncion,1,3,0,0,0,Asuncion
00074_029_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115.451380231,115.451380231,74,29,1,Asuncion,1,3,0,0,0,Asuncion
00074_035_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111.498256016,891.9860481280001,74,35,1,Asuncion,1,3,0,0,0,Asuncion
00074_044_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.259840402,125.259840402,74,44,1,Asuncion,1,3,0,0,0,Asuncion
00074_045_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110.3303999,110.3303999,74,45,1,Asuncion,1,3,0,0,0,Asuncion
00074_065_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96.950209542,96.950209542,74,65,1,Asuncion,1,3,0,0,0,Asuncion
00089_001_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88.967432133,177.934864266,89,1,1,Asuncion,1,3,0,0,0,Asuncion
00089_005_1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.65749144900001,159.314982898,89,5,1,Asuncion,1,3,0,0,0,Asuncion
00089_010_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103.417536772,413.670147088,89,10,1,Asuncion,1,3,0,0,0,Asuncion
00089_016_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.306858184,108.306858184,89,16,1,Asuncion,1,3,0,0,0,Asuncion
00089_024_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.907261934,155.814523868,89,24,1,Asuncion,1,3,0,0,0,Asuncion
00089_040_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75.407200484,226.221601452,89,40,1,Asuncion,1,3,0,0,0,Asuncion
00089_050_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.600758276,211.201516552,89,50,1,Asuncion,1,3,0,0,0,Asuncion
00102_003_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.78989248,149.78989248,102,3,1,Asuncion,1,3,0,0,0,Asuncion
00102_018_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.034233345,912.20540007,102,18,1,Asuncion,1,3,0,0,0,Asuncion
00102_019_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145.454682373,436.364047119,102,19,1,Asuncion,1,3,0,0,0,Asuncion
00102_036_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143.970543083,431.911629249,102,36,1,Asuncion,1,3,0,0,0,Asuncion
00116_005_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,204.168975918,408.337951836,116,5,1,Asuncion,1,3,0,0,0,Asuncion
00116_015_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165.954521747,663.818086988,116,15,1,Asuncion,1,3,0,0,0,Asuncion
00116_039_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,209.641518313,1257.849109878,116,39,1,Asuncion,1,3,0,0,0,Asuncion
00116_048_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170.23909358,170.23909358,116,48,1,Asuncion,1,3,0,0,0,Asuncion
00116_061_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.62193277,698.48773108,116,61,1,Asuncion,1,3,0,0,0,Asuncion
00131_010_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,325.595271234,1302.381084936,131,10,1,Asuncion,1,3,0,0,0,Asuncion
00131_051_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,365.242482299,1460.969929196,131,51,1,Asuncion,1,3,0,0,0,Asuncion
00131_058_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,362.232827354,1811.16413677,131,58,1,Asuncion,1,3,0,0,0,Asuncion
00146_016_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.69800513399998,293.094015402,146,16,1,Asuncion,1,3,0,0,0,Asuncion
00146_017_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.84312877399999,299.529386322,146,17,1,Asuncion,1,3,0,0,0,Asuncion
00146_022_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.53878338200001,280.616350146,146,22,1,Asuncion,1,3,0,0,0,Asuncion
00146_023_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.661628095,167.32325619,146,23,1,Asuncion,1,3,0,0,0,Asuncion
00146_041_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,89.122031892,445.61015946,146,41,1,Asuncion,1,3,0,0,0,Asuncion
00146_044_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.97017204399999,155.940344088,146,44,1,Asuncion,1,3,0,0,0,Asuncion
00146_048_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.884550074,71.884550074,146,48,1,Asuncion,1,3,0,0,0,Asuncion
00146_056_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.508419096,99.508419096,146,56,1,Asuncion,1,3,0,0,0,Asuncion
00146_059_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99.41493436,497.0746718,146,59,1,Asuncion,1,3,0,0,0,Asuncion
00161_009_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114.279145376,457.116581504,161,9,1,Asuncion,1,3,0,0,0,Asuncion
00161_015_1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,106.779865078,1388.138246014,161,15,1,Asuncion,1,3,0,0,0,Asuncion
00161_024_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.903251987,629.4195119220002,161,24,1,Asuncion,1,3,0,0,0,Asuncion
00161_032_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109.490741482,437.962965928,161,32,1,Asuncion,1,3,0,0,0,Asuncion
00161_037_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106.813760547,320.441281641,161,37,1,Asuncion,1,3,0,0,0,Asuncion
00161_044_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101.591876882,203.183753764,161,44,1,Asuncion,1,3,0,0,0,Asuncion
00161_047_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.01748970200001,475.0874485100001,161,47,1,Asuncion,1,3,0,0,0,Asuncion
00161_057_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.14713211,342.44139633,161,57,1,Asuncion,1,3,0,0,0,Asuncion
00177_003_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.20796203899999,68.20796203899999,177,3,1,Asuncion,1,3,0,0,0,Asuncion
00177_013_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.84518697599999,70.84518697599999,177,13,1,Asuncion,1,3,0,0,0,Asuncion
00177_024_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84.87164110499999,424.358205525,177,24,1,Asuncion,1,3,0,0,0,Asuncion
00177_027_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,71.66282390000001,214.9884717,177,27,1,Asuncion,1,3,0,0,0,Asuncion
00177_028_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.64636614,238.93909842,177,28,1,Asuncion,1,3,0,0,0,Asuncion
00177_031_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.533562246,125.067124492,177,31,1,Asuncion,1,3,0,0,0,Asuncion
00177_040_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.366636106,136.733272212,177,40,1,Asuncion,1,3,0,0,0,Asuncion
00177_044_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70.421535042,140.843070084,177,44,1,Asuncion,1,3,0,0,0,Asuncion
00177_045_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72.14974473700001,216.4492342110001,177,45,1,Asuncion,1,3,0,0,0,Asuncion
00191_008_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.895642733,429.478213665,191,8,1,Asuncion,1,3,0,0,0,Asuncion
00191_025_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,84.392182284,337.568729136,191,25,1,Asuncion,1,3,0,0,0,Asuncion
00191_028_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98.12700388999998,588.7620233400002,191,28,1,Asuncion,1,3,0,0,0,Asuncion
00191_031_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.751937227,165.503874454,191,31,1,Asuncion,1,3,0,0,0,Asuncion
00191_032_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108.075978648,108.075978648,191,32,1,Asuncion,1,3,0,0,0,Asuncion
00191_033_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.282467947,83.282467947,191,33,1,Asuncion,1,3,0,0,0,Asuncion
00191_035_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.235837332,90.235837332,191,35,1,Asuncion,1,3,0,0,0,Asuncion
00191_036_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.718664795,338.87465918,191,36,1,Asuncion,1,2,1,0,0,Asuncion
00191_045_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.212004717,258.636014151,191,45,1,Asuncion,1,3,0,0,0,Asuncion
00206_009_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.532849451,165.065698902,206,9,1,Asuncion,1,3,0,0,0,Asuncion
00206_032_1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,97.221113746,486.1055687300001,206,32,1,Asuncion,1,3,0,0,0,Asuncion
00206_038_1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,96.931400604,387.725602416,206,38,1,Asuncion,1,3,0,0,0,Asuncion
00206_044_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,71.739621546,71.739621546,206,44,1,Asuncion,1,2,1,0,0,Asuncion
00206_046_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,101.71285374,406.85141496,206,46,1,Asuncion,1,3,0,0,0,Asuncion
00206_047_1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,106.789424459,1174.683669049,206,47,1,Asuncion,1,2,1,0,0,Asuncion
00206_052_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.00299102300001,243.008973069,206,52,1,Asuncion,1,3,0,0,0,Asuncion
00221_003_1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100.030320984,600.181925904,221,3,1,Asuncion,1,3,0,0,0,Asuncion
00221_013_1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,94.744580891,473.722904455,221,13,1,Asuncion,1,3,0,0,0,Asuncion
00221_015_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.186928212,408.747712848,221,15,1,Asuncion,1,3,0,0,0,Asuncion
00221_016_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91.13129309,273.39387927,221,16,1,Asuncion,1,3,0,0,0,Asuncion
00221_029_1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,94.62313502899998,662.3619452029999,221,29,1,Asuncion,1,2,1,0,0,Asuncion
00221_032_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,77.13090461399999,462.785427684,221,32,1,Asuncion,1,3,0,0,0,Asuncion
00221_055_1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,94.469794503,661.2885615209999,221,55,1,Asuncion,1,3,0,0,0,Asuncion
00221_056_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.02181533300001,273.065445999,221,56,1,Asuncion,1,3,0,0,0,Asuncion
00221_063_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.327649712,222.982949136,221,63,1,Asuncion,1,3,0,0,0,Asuncion
00236_004_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.788090122,283.152360488,236,4,1,Asuncion,1,3,0,0,0,Asuncion
00236_007_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.597309799,50.597309799,236,7,1,Asuncion,1,3,0,0,0,Asuncion
00236_010_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,58.79892944600001,176.396788338,236,10,1,Asuncion,1,3,0,0,0,Asuncion
00236_013_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,66.63161055499999,133.26322111,236,13,1,Asuncion,1,2,1,0,0,Asuncion
00236_016_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.905078381,383.430470286,236,16,1,Asuncion,1,3,0,0,0,Asuncion
00236_017_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.59730979899999,151.791929397,236,17,1,Asuncion,1,1,1,0,0,Asuncion
00236_020_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.597309799,50.597309799,236,20,1,Asuncion,1,3,0,0,0,Asuncion
00236_033_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.27964950400001,336.39824752,236,33,1,Asuncion,1,3,0,0,0,Asuncion
00236_043_1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,65.747745604,460.2342192280001,236,43,1,Asuncion,1,3,0,0,0,Asuncion
00251_009_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99.07181744,495.3590872000001,251,9,1,Asuncion,1,3,0,0,0,Asuncion
00251_018_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.23065121999998,291.69195366,251,18,1,Asuncion,1,3,0,0,0,Asuncion
00251_024_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.702337269,423.511686345,251,24,1,Asuncion,1,3,0,0,0,Asuncion
00251_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.46924915300001,361.876996612,251,26,1,Asuncion,1,3,0,0,0,Asuncion
00251_028_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91.597243307,91.597243307,251,28,1,Asuncion,1,3,0,0,0,Asuncion
00251_032_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.384012415,84.384012415,251,32,1,Asuncion,1,3,0,0,0,Asuncion
00251_040_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.40542120100001,259.216263603,251,40,1,Asuncion,1,3,0,0,0,Asuncion
00266_001_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.827288061,217.654576122,266,1,1,Asuncion,1,3,0,0,0,Asuncion
00266_019_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.706155528,112.706155528,266,19,1,Asuncion,1,3,0,0,0,Asuncion
00266_022_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.003745851,312.011237553,266,22,1,Asuncion,1,3,0,0,0,Asuncion
00266_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.388681865,343.166045595,266,26,1,Asuncion,1,3,0,0,0,Asuncion
00266_035_1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,97.186077016,485.93038508,266,35,1,Asuncion,1,3,0,0,0,Asuncion
00266_039_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116.380369228,581.9018461400001,266,39,1,Asuncion,1,2,1,0,0,Asuncion
00266_053_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.460875906,176.921751812,266,53,1,Asuncion,1,3,0,0,0,Asuncion
00279_003_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,144.168488275,432.505464825,279,3,1,Asuncion,1,3,0,0,0,Asuncion
00279_009_1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,193.03815268,386.07630536,279,9,1,Asuncion,1,3,0,0,0,Asuncion
00279_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,128.792967254,128.792967254,279,26,1,Asuncion,1,3,0,0,0,Asuncion
00279_034_1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,159.730560089,638.922240356,279,34,1,Asuncion,1,3,0,0,0,Asuncion
00279_043_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118.609507622,118.609507622,279,43,1,Asuncion,1,3,0,0,0,Asuncion
00294_018_1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,130.471937099,652.359685495,294,18,1,Asuncion,1,3,0,0,0,Asuncion
00294_021_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,119.887611908,599.43805954,294,21,1,Asuncion,1,3,0,0,0,Asuncion
00294_023_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,106.43297628,212.86595256,294,23,1,Asuncion,1,3,0,0,0,Asuncion
00294_024_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,116.523854112,582.61927056,294,24,1,Asuncion,1,3,0,0,0,Asuncion
00294_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115.152550323,460.610201292,294,26,1,Asuncion,1,3,0,0,0,Asuncion
00294_036_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129.560303692,777.3618221519999,294,36,1,Asuncion,1,3,0,0,0,Asuncion
00294_041_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,109.653453824,438.613815296,294,41,1,Asuncion,1,3,0,0,0,Asuncion
00294_045_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.487438173,331.462314519,294,45,1,Asuncion,1,3,0,0,0,Asuncion
00294_056_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.476309621,210.952619242,294,56,1,Asuncion,1,3,0,0,0,Asuncion
00308_007_1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,115.890005096,463.560020384,308,7,1,Asuncion,1,2,1,0,0,Asuncion
00308_051_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,98.72757105399999,98.72757105399999,308,51,1,Asuncion,1,3,0,0,0,Asuncion
00308_055_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95.301839384,190.603678768,308,55,1,Asuncion,1,3,0,0,0,Asuncion
00308_064_1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,128.170345311,769.0220718660001,308,64,1,Asuncion,1,2,1,0,0,Asuncion
00308_067_1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,128.180005023,512.720020092,308,67,1,Asuncion,1,3,0,0,0,Asuncion
00308_078_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,96.223244951,96.223244951,308,78,1,Asuncion,1,3,0,0,0,Asuncion
00308_082_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,118.19901446,590.9950722999999,308,82,1,Asuncion,1,3,0,0,0,Asuncion
00308_095_1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,123.781226991,495.124907964,308,95,1,Asuncion,1,3,0,0,0,Asuncion
00308_100_1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,114.771022605,459.08409042,308,100,1,Asuncion,1,2,1,0,0,Asuncion
00308_103_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.434049283,133.434049283,308,103,1,Asuncion,1,3,0,0,0,Asuncion
00322_014_1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,87.294579231,87.294579231,322,14,1,Asuncion,1,3,0,0,0,Asuncion
00322_017_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118.230499323,354.691497969,322,17,1,Asuncion,1,3,0,0,0,Asuncion
00322_024_1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,103.55504366,724.8853056199998,322,24,1,Asuncion,1,1,1,0,0,Asuncion
00322_034_1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,97.46074210099999,487.303710505,322,34,1,Asuncion,1,3,0,0,0,Asuncion
00322_048_1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,110.992793639,332.978380917,322,48,1,Asuncion,1,3,0,0,0,Asuncion
00322_054_1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,109.835172295,549.175861475,322,54,1,Asuncion,1,1,1,0,0,Asuncion
00322_055_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,103.619333314,414.477333256,322,55,1,Asuncion,1,2,1,0,0,Asuncion
00322_058_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,96.06168698099999,480.3084349049999,322,58,1,Asuncion,1,3,0,0,0,Asuncion
00322_083_1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,99.876744762,399.506979048,322,83,1,Asuncion,1,3,0,0,0,Asuncion
00322_084_1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,112.510061152,225.020122304,322,84,1,Asuncion,1,3,0,0,0,Asuncion
00336_003_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,95.167662824,571.0059769440001,336,3,1,Asuncion,1,3,0,0,0,Asuncion
00336_023_1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,100.303604507,501.518022535,336,23,1,Asuncion,1,3,0,0,0,Asuncion
00336_026_1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,107.968321701,647.809930206,336,26,1,Asuncion,1,3,0,0,0,Asuncion
00336_042_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,101.178629534,708.2504067379998,336,42,1,Asuncion,1,3,0,0,0,Asuncion
00336_045_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,106.226852127,956.041669143,336,45,1,Asuncion,1,2,1,0,0,Asuncion
