hhid,hh_d_ni_noasis,hh_d_esc_retardada,hh_d_logro_min,hh_d_destotalmax,hh_d_subocup_max,hh_d_10a17_ocup,hh_d_no_afil,hh_d_jubi_pens,hh_d_materialidad,hh_d_hacinamiento,hh_d_sin_basur,hh_d_sin_salud,hh_d_agua_mejor,hh_d_san_mejor,hh_d_combus,fex_2022,facpob,upm,nvivi,nhoga,dpto,area,pobrezai,pobnopoi,ing_tcm,tcm,estgeo
12462_006_1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,95.35634,381.42536,12462,6,1,Itapua,6,3,0,197681.6074188557,1,Itapua rural
12462_010_1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,103.5817,621.4902000000001,12462,10,1,Itapua,6,2,1,0,0,Itapua rural
12462_014_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,99.16239,297.48717,12462,14,1,Itapua,6,2,1,168029.3663060273,1,Itapua rural
12462_018_1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,95.17402,571.04412,12462,18,1,Itapua,6,3,0,128493.0448222562,1,Itapua rural
12462_023_1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,96.65324,386.61296,12462,23,1,Itapua,6,3,0,0,0,Itapua rural
12462_035_1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,91.27905,91.27905,12462,35,1,Itapua,6,3,0,0,0,Itapua rural
12462_038_1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,83.41968,250.25904,12462,38,1,Itapua,6,3,0,269341.1901081909,1,Itapua rural
12462_040_1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,92.05264,552.3158400000001,12462,40,1,Itapua,6,2,1,173959.814528593,1,Itapua rural
12462_042_1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,86.17871,86.17871,12462,42,1,Itapua,6,3,0,0,0,Itapua rural
12485_002_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,87.8274,175.6548,12485,2,1,Itapua,6,3,0,0,0,Itapua rural
12485_004_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,78.33329999999999,156.6666,12485,4,1,Itapua,6,3,0,0,0,Itapua rural
12485_012_1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,103.0418,515.2089999999999,12485,12,1,Itapua,6,3,0,129594.6999220577,1,Itapua rural
12485_016_1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,117.6713,235.3426,12485,16,1,Itapua,6,3,0,129594.6999220577,1,Itapua rural
12485_021_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,96.13963,288.41889,12485,21,1,Itapua,6,3,0,129594.6999220576,1,Itapua rural
12485_022_1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,105.818,317.454,12485,22,1,Itapua,6,2,1,169469.9922057677,1,Itapua rural
12485_023_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,81.46031000000001,244.38093,12485,23,1,Itapua,6,3,0,0,0,Itapua rural
12485_024_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,108.5963,325.7889,12485,24,1,Itapua,6,2,1,129594.6999220576,1,Itapua rural
12485_026_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,86.90337,260.71011,12485,26,1,Itapua,6,3,0,0,0,Itapua rural
12485_028_1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,90.5989,543.5933999999999,12485,28,1,Itapua,6,3,0,0,0,Itapua rural
12485_032_1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,105.1248,315.3744,12485,32,1,Itapua,6,1,1,0,0,Itapua rural
12490_003_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.7328,654.9312,12490,3,1,Itapua,1,3,0,0,0,Itapua urbana
12490_011_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138.0625,276.125,12490,11,1,Itapua,1,2,1,0,0,Itapua urbana
12490_028_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0094,280.0188,12490,28,1,Itapua,1,3,0,0,0,Itapua urbana
12490_046_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,162.5845,487.7535,12490,46,1,Itapua,1,3,0,0,0,Itapua urbana
12490_054_1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,139.2604,278.5208,12490,54,1,Itapua,1,3,0,0,0,Itapua urbana
12490_057_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140.6419,562.5676,12490,57,1,Itapua,1,3,0,0,0,Itapua urbana
12490_073_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,179.1913,358.3826,12490,73,1,Itapua,1,3,0,0,0,Itapua urbana
12505_001_1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,75.77813,151.55626,12505,1,1,Itapua,1,3,0,0,0,Itapua urbana
12505_006_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.88061999999999,70.88061999999999,12505,6,1,Itapua,1,3,0,0,0,Itapua urbana
12505_011_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9704,199.9408,12505,11,1,Itapua,1,3,0,0,0,Itapua urbana
12505_022_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.11678999999999,166.23358,12505,22,1,Itapua,1,3,0,0,0,Itapua urbana
12505_024_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,85.98229000000001,343.92916,12505,24,1,Itapua,1,3,0,130612.7258444613,1,Itapua urbana
12505_029_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.88061999999999,70.88061999999999,12505,29,1,Itapua,1,2,1,0,0,Itapua urbana
12505_048_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.71189,473.5594499999999,12505,48,1,Itapua,1,3,0,0,0,Itapua urbana
12505_051_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.53504,378.14016,12505,51,1,Itapua,1,3,0,0,0,Itapua urbana
12505_060_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.1138,172.2276,12505,60,1,Itapua,1,3,0,0,0,Itapua urbana
12505_061_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.93315,359.7326,12505,61,1,Itapua,1,3,0,0,0,Itapua urbana
12519_008_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.3192,376.6384,12519,8,1,Itapua,1,3,0,0,0,Itapua urbana
12519_040_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186.6004,186.6004,12519,40,1,Itapua,1,3,0,0,0,Itapua urbana
12519_051_1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,201.2157,804.8628,12519,51,1,Itapua,1,3,0,0,0,Itapua urbana
12519_056_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186.8475,1121.085,12519,56,1,Itapua,1,3,0,0,0,Itapua urbana
12519_061_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,193.5582,387.1164,12519,61,1,Itapua,1,3,0,0,0,Itapua urbana
12554_003_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.47742,90.47742,12554,3,1,Itapua,1,3,0,0,0,Itapua urbana
12554_012_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.36819,186.73638,12554,12,1,Itapua,1,2,1,0,0,Itapua urbana
12554_013_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.40246999999999,432.01235,12554,13,1,Itapua,1,3,0,0,0,Itapua urbana
12554_015_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.39259,83.39259,12554,15,1,Itapua,1,3,0,0,0,Itapua urbana
12554_016_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.34941000000001,313.39764,12554,16,1,Itapua,1,1,1,0,0,Itapua urbana
12554_018_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88.22526000000001,264.67578,12554,18,1,Itapua,1,2,1,0,0,Itapua urbana
12554_020_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,84.61063,338.44252,12554,20,1,Itapua,1,3,0,0,0,Itapua urbana
12554_022_1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,88.49431,353.97724,12554,22,1,Itapua,1,3,0,0,0,Itapua urbana
12554_024_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,83.28892,333.15568,12554,24,1,Itapua,1,3,0,0,0,Itapua urbana
12554_025_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.90685000000001,557.4411,12554,25,1,Itapua,1,2,1,210328.8958496466,1,Itapua urbana
12554_053_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.83734,157.67468,12554,53,1,Itapua,1,3,0,0,0,Itapua urbana
12572_002_1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,114.0631,228.1262,12572,2,1,Itapua,6,3,0,0,0,Itapua rural
12572_003_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,83.77330000000001,167.5466,12572,3,1,Itapua,6,3,0,0,0,Itapua rural
12572_010_1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,96.67665,96.67665,12572,10,1,Itapua,6,3,0,0,0,Itapua rural
12572_021_1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,97.30149,583.80894,12572,21,1,Itapua,6,3,0,0,0,Itapua rural
12572_028_1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,91.95043,275.85129,12572,28,1,Itapua,6,2,1,0,0,Itapua rural
12572_032_1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,83.85276,167.70552,12572,32,1,Itapua,6,3,0,0,0,Itapua rural
12572_037_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.673,426.692,12572,37,1,Itapua,6,3,0,0,0,Itapua rural
12572_042_1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,84.31037999999999,168.62076,12572,42,1,Itapua,6,3,0,0,0,Itapua rural
12572_046_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,96.64306000000001,96.64306000000001,12572,46,1,Itapua,6,3,0,0,0,Itapua rural
12572_052_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,95.18040999999999,190.36082,12572,52,1,Itapua,6,3,0,0,0,Itapua rural
12586_014_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,88.40925,265.22775,12586,14,1,Itapua,1,3,0,0,0,Itapua urbana
12586_015_1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,85.78870999999999,171.57742,12586,15,1,Itapua,1,3,0,0,0,Itapua urbana
12586_016_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100.2674,401.0696,12586,16,1,Itapua,1,2,1,0,0,Itapua urbana
12586_027_1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,104.0488,624.2928000000001,12586,27,1,Itapua,1,1,1,0,0,Itapua urbana
12586_031_1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,101.5911,406.3644,12586,31,1,Itapua,1,3,0,210036.7078825342,1,Itapua urbana
12586_032_1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,88.28498999999999,176.56998,12586,32,1,Itapua,1,2,1,0,0,Itapua urbana
12586_035_1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,92.67261999999999,278.01786,12586,35,1,Itapua,1,3,0,0,0,Itapua urbana
12586_053_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87.7002,263.1006,12586,53,1,Itapua,1,2,1,0,0,Itapua urbana
12586_056_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,88.66382,88.66382,12586,56,1,Itapua,1,3,0,0,0,Itapua urbana
12596_011_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,84.12316,252.36948,12596,11,1,Itapua,6,3,0,168681.1481768821,1,Itapua rural
12596_012_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,77.26501,231.79503,12596,12,1,Itapua,6,3,0,0,0,Itapua rural
12596_024_1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,87.63167,350.52668,12596,24,1,Itapua,6,3,0,0,0,Itapua rural
12596_025_1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,84.32009000000001,590.2406300000001,12596,25,1,Itapua,6,2,1,161239.3328161373,1,Itapua rural
12596_027_1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,84.82496999999999,84.82496999999999,12596,27,1,Itapua,6,3,0,0,0,Itapua rural
12596_029_1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,82.21432,493.2859200000001,12596,29,1,Itapua,6,2,1,0,0,Itapua rural
12596_032_1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,83.69521,251.08563,12596,32,1,Itapua,6,1,1,0,0,Itapua rural
12596_034_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,81.14264,243.42792,12596,34,1,Itapua,6,3,0,0,0,Itapua rural
12596_035_1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,80.97766,80.97766,12596,35,1,Itapua,6,3,0,0,0,Itapua rural
12596_037_1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,58.89995,58.89995,12596,37,1,Itapua,6,3,0,0,0,Itapua rural
12625_003_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.76618000000001,483.8309,12625,3,1,Itapua,1,2,1,0,0,Itapua urbana
12625_010_1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,98.81835,395.2734,12625,10,1,Itapua,1,3,0,0,0,Itapua urbana
12625_012_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.54763,322.19052,12625,12,1,Itapua,1,3,0,0,0,Itapua urbana
12625_030_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.72342,346.89368,12625,30,1,Itapua,1,3,0,0,0,Itapua urbana
12625_034_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,78.09528,390.4764,12625,34,1,Itapua,1,3,0,0,0,Itapua urbana
12625_035_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.16264,336.65056,12625,35,1,Itapua,1,3,0,0,0,Itapua urbana
12625_038_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.33839999999999,548.0304,12625,38,1,Itapua,1,3,0,0,0,Itapua urbana
12625_055_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.73796,151.47592,12625,55,1,Itapua,1,3,0,0,0,Itapua urbana
12625_058_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,94.84509,379.38036,12625,58,1,Itapua,1,3,0,0,0,Itapua urbana
12625_066_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.37857000000001,283.13571,12625,66,1,Itapua,1,3,0,0,0,Itapua urbana
12625_074_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.35533,172.71066,12625,74,1,Itapua,1,3,0,0,0,Itapua urbana
12640_005_1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78.66238,157.32476,12640,5,1,Itapua,1,3,0,0,0,Itapua urbana
12640_007_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,87.65564999999999,262.96695,12640,7,1,Itapua,1,3,0,0,0,Itapua urbana
12640_010_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.79261,315.17044,12640,10,1,Itapua,1,3,0,0,0,Itapua urbana
12640_011_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.38504,321.54016,12640,11,1,Itapua,1,3,0,0,0,Itapua urbana
12640_014_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.98741,133.97482,12640,14,1,Itapua,1,3,0,0,0,Itapua urbana
12640_032_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.90122,227.70366,12640,32,1,Itapua,1,3,0,0,0,Itapua urbana
12640_039_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.49233,194.98466,12640,39,1,Itapua,1,3,0,0,0,Itapua urbana
12640_040_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.69853999999999,165.39708,12640,40,1,Itapua,1,3,0,0,0,Itapua urbana
12640_044_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.26886,140.53772,12640,44,1,Itapua,1,3,0,0,0,Itapua urbana
12640_050_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,74.83553000000001,74.83553000000001,12640,50,1,Itapua,1,3,0,0,0,Itapua urbana
12660_001_1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,103.5779,517.8895,12660,1,1,Itapua,6,2,1,0,0,Itapua rural
12660_006_1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,79.90043,319.60172,12660,6,1,Itapua,6,3,0,0,0,Itapua rural
12660_007_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,86.32187,258.96561,12660,7,1,Itapua,6,3,0,0,0,Itapua rural
12660_016_1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,86.31869999999999,258.9561,12660,16,1,Itapua,6,3,0,0,0,Itapua rural
12660_019_1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,93.61548000000001,280.84644,12660,19,1,Itapua,6,3,0,0,0,Itapua rural
12660_021_1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,69.79425000000001,139.5885,12660,21,1,Itapua,6,3,0,0,0,Itapua rural
12660_027_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,86.16603000000001,430.8301499999999,12660,27,1,Itapua,6,2,1,0,0,Itapua rural
12660_032_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43097,174.86194,12660,32,1,Itapua,6,3,0,0,0,Itapua rural
12660_033_1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,78.77054,157.54108,12660,33,1,Itapua,6,3,0,0,0,Itapua rural
12682_003_1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,90.99645,272.98935,12682,3,1,Itapua,6,3,0,0,0,Itapua rural
12682_007_1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,91.97369999999999,275.9211,12682,7,1,Itapua,6,2,1,0,0,Itapua rural
12682_014_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,96.12627000000001,480.63135,12682,14,1,Itapua,6,3,0,0,0,Itapua rural
12682_029_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,101.7306,305.1918,12682,29,1,Itapua,6,2,1,0,0,Itapua rural
12682_032_1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,101.9288,407.7152,12682,32,1,Itapua,6,2,1,0,0,Itapua rural
12682_038_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,86.18176,344.72704,12682,38,1,Itapua,6,3,0,0,0,Itapua rural
12682_039_1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,72.34278,72.34278,12682,39,1,Itapua,6,3,0,0,0,Itapua rural
12692_003_1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,69.80535999999999,279.22144,12692,3,1,Itapua,1,3,0,0,0,Itapua urbana
12692_014_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.35928,156.71856,12692,14,1,Itapua,1,3,0,0,0,Itapua urbana
12692_015_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.14233,348.56932,12692,15,1,Itapua,1,2,1,0,0,Itapua urbana
12692_017_1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,98.08843,392.35372,12692,17,1,Itapua,1,2,1,0,0,Itapua urbana
12692_024_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98.90174,494.5087,12692,24,1,Itapua,1,3,0,0,0,Itapua urbana
12692_027_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.85821,439.29105,12692,27,1,Itapua,1,3,0,0,0,Itapua urbana
12692_029_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.78662,171.57324,12692,29,1,Itapua,1,3,0,0,0,Itapua urbana
12692_031_1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,89.57266,537.4359599999999,12692,31,1,Itapua,1,2,1,0,0,Itapua urbana
12692_032_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.96129000000001,409.80645,12692,32,1,Itapua,1,3,0,0,0,Itapua urbana
12692_036_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,76.21267,304.85068,12692,36,1,Itapua,1,2,1,169469.9922057677,1,Itapua urbana
12707_011_1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93.29327000000001,279.87981,12707,11,1,Itapua,1,3,0,0,0,Itapua urbana
12707_021_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,82.67773,165.35546,12707,21,1,Itapua,1,3,0,0,0,Itapua urbana
12707_027_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74.65594,74.65594,12707,27,1,Itapua,1,3,0,0,0,Itapua urbana
12707_031_1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,116.4123,465.6492,12707,31,1,Itapua,1,1,1,0,0,Itapua urbana
12707_053_1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,111.21,333.63,12707,53,1,Itapua,1,3,0,0,0,Itapua urbana
12707_055_1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,115.0827,460.3308,12707,55,1,Itapua,1,2,1,0,0,Itapua urbana
12707_064_1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,103.5248,621.1487999999999,12707,64,1,Itapua,1,1,1,0,0,Itapua urbana
12707_069_1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,113.0149,1130.149,12707,69,1,Itapua,1,2,1,0,0,Itapua urbana
12707_074_1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,83.34857,83.34857,12707,74,1,Itapua,1,2,1,0,0,Itapua urbana
12707_083_1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,110.5464,442.1856,12707,83,1,Itapua,1,1,1,0,0,Itapua urbana
12726_004_1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,62.36384,124.72768,12726,4,1,Itapua,6,3,0,0,0,Itapua rural
12726_007_1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,75.31310999999999,150.62622,12726,7,1,Itapua,6,3,0,0,0,Itapua rural
12726_008_1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,80.30109,160.60218,12726,8,1,Itapua,6,3,0,0,0,Itapua rural
12726_009_1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,71.64146,286.56584,12726,9,1,Itapua,6,2,1,160125.195618153,1,Itapua rural
12726_018_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,79.50785999999999,477.04716,12726,18,1,Itapua,6,3,0,0,0,Itapua rural
12726_020_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,83.48241,333.92964,12726,20,1,Itapua,6,2,1,0,0,Itapua rural
12726_027_1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,80.23287999999999,160.46576,12726,27,1,Itapua,6,3,0,0,0,Itapua rural
12726_035_1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,85.25617,682.04936,12726,35,1,Itapua,6,2,1,0,0,Itapua rural
12726_037_1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,82.27357000000001,164.54714,12726,37,1,Itapua,6,2,1,0,0,Itapua rural
12726_038_1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,87.94083000000001,439.70415,12726,38,1,Itapua,6,2,1,0,0,Itapua rural
12726_039_1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,85.98966,343.95864,12726,39,1,Itapua,6,2,1,0,0,Itapua rural
12748_002_1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,82.96245999999999,414.8122999999999,12748,2,1,Itapua,6,1,1,0,0,Itapua rural
12748_012_1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,77.05856,308.23424,12748,12,1,Itapua,6,3,0,0,0,Itapua rural
12748_013_1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,74.22953,74.22953,12748,13,1,Itapua,6,3,0,0,0,Itapua rural
12748_014_1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,82.23241,493.39446,12748,14,1,Itapua,6,1,1,0,0,Itapua rural
12748_017_1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,82.21982,246.65946,12748,17,1,Itapua,6,3,0,0,0,Itapua rural
12748_026_1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,82.51855,330.0742,12748,26,1,Itapua,6,1,1,0,0,Itapua rural
12748_030_1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,89.49005,715.9204,12748,30,1,Itapua,6,1,1,170801.2568735263,1,Itapua rural
12748_036_1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,74.91654,374.5827,12748,36,1,Itapua,6,2,1,210989.7879025912,1,Itapua rural
12748_037_1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,83.46344000000001,333.85376,12748,37,1,Itapua,6,3,0,0,0,Itapua rural
12748_038_1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,76.9671,230.9013,12748,38,1,Itapua,6,3,0,0,0,Itapua rural
12748_042_1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,79.31701,158.63402,12748,42,1,Itapua,6,3,0,0,0,Itapua rural
12748_043_1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,88.48398999999999,1061.80788,12748,43,1,Itapua,6,1,1,0,0,Itapua rural
12764_001_1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,96.59214,482.9607,12764,1,1,Itapua,1,1,1,0,0,Itapua urbana
12764_008_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,81.65284,163.30568,12764,8,1,Itapua,1,3,0,0,0,Itapua urbana
12764_018_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6236,201.2472,12764,18,1,Itapua,1,3,0,0,0,Itapua urbana
12764_020_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.78522,95.78522,12764,20,1,Itapua,1,3,0,0,0,Itapua urbana
12764_025_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.1288,100.1288,12764,25,1,Itapua,1,3,0,0,0,Itapua urbana
12764_043_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72387999999999,81.72387999999999,12764,43,1,Itapua,1,3,0,0,0,Itapua urbana
12764_047_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93.5322,467.6609999999999,12764,47,1,Itapua,1,3,0,0,0,Itapua urbana
12764_052_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.8945,344.6834999999999,12764,52,1,Itapua,1,2,1,0,0,Itapua urbana
12764_055_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103.5681,310.7043,12764,55,1,Itapua,1,2,1,0,0,Itapua urbana
12764_068_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.82095,185.6419,12764,68,1,Itapua,1,3,0,0,0,Itapua urbana
12784_003_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,79.20292999999999,237.60879,12784,3,1,Itapua,6,3,0,0,0,Itapua rural
12784_010_1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,84.30522999999999,421.52615,12784,10,1,Itapua,6,2,1,0,0,Itapua rural
12784_016_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,73.00825,219.02475,12784,16,1,Itapua,6,3,0,0,0,Itapua rural
